4,39,ロ,,鍛造に適さない材料はどれか。,炭素鋼,ねずみ鋳鉄,黄銅,アルミニウム合金
4,40,ハ,,日本産業規格（JIS）におけるニッケルクロムモリブデン鋼鋼材を表す材料記号に用いられるものはどれか。,SCRM,SUS,SNCM,SUJ
4,41,ニ,,日本産業規格（JIS）の鉄鋼用語（熱処理）によれば、表面硬化処理でないものはどれか。,浸炭焼入れ,窒化,高周波焼入れ,サブゼロ処理
4,42,ロ,,文中の（　）内に当てはまる語句として、適切なものはどれか。日本産業規格（JIS）の鋼鉄用語（試験）によれば、機械試験の一つにシャルピー（　）がある。,引張試験,衝撃試験,曲げ試験,硬さ試験
4,43,イ,,材料力学に関する記述のうち、誤っているものはどれか。,はりのたわみ量は、断面積が同じであれば、断面形状が異なっても同じである。,ヤング率とは、縦弾性係数のことである。,弾性限度とは、永久ひずみが生じない応力の限度をいう。,応力集中とは、切欠き溝のように形状が急に変わる部分に、局所的に大きな応力が発生することである。
4,44,イ,製図関連.jpg,日本産業規格（JIS）の製図に関する記述のうち、正しいものはどれか。,下図は、球の半径の表し方である。,下図は、45°面取りの図示法である。,下図は、一群の同一寸法の穴の表示法である。,幾何特性に用いる記号において、直角度の記号は∠で表す。
4,45,ニ,表面性状の図示記号.jpg,日本産業規格（JIS）において、表面性状の図示記号における各要求事項の指示位置の組合せとして正しいものはどれか。,a[表面性状パラメータの指示位置]、b[加工方法の指示位置],a[表面性状パラメータの指示位置]、c[加工方法の指示位置],b[表面性状パラメータの指示位置]、a[加工方法の指示位置],b[表面性状パラメータの指示位置]、c[加工方法の指示位置]
4,46,ロ,第三角法による投影図.jpg,第三角法による投影図とその名称の組合せとして、正しいものはどれか。,A平面図、B正面図、C左側面図、D下面図,A正面図、B平面図、C左側面図、D下面図,A正面図、B平面図、C右側面図、D下面図,A平面図、B正面図、C右側面図、D背面図
4,47,ニ,,抵抗値50Ωの電気器具に電流2Aが流れるときの消費電力はどれか。,25W,50W,100W,200W
4,48,ロ,,周波数50Hz、極数8の三相誘導電動機の回転速度として、正しいものはどれか。ただしすべりは考慮しないものとする。,1000min⁻¹,750min⁻¹,500min⁻¹,250min⁻¹
4,49,ニ,電気回路と電流.jpg,下図の回路において、スイッチ(S)を閉じたときに流れる電流計の値(A)として、正しいものはどれか。,2.0A,2.4A,4.0A,6.0A
4,50,ロ,,文中の（　）内に当てはまる数値として、正しいものはどれか。労働安全衛生関係法令によれば、屋内に設ける通路については、通路面から高さ（　）メートル以内に障害物を置かないことと規定されている。,0.9,1.8,2.7,3.6
