5,17,ニ,,管理図における管理限界線の意味として、適切なものはどれか。,管理限界線は、工程が安定状態にあれば、全ての点が内側に入る範囲を表している。,管理限界線は規格幅を表しており、個々の製品の合格や不合格を判定するために用いられる。,管理限界線は、過去のデータにおける標準偏差の2倍の範囲を表している。,工程が安定状態でも、約0.3%の確率で点が管理限界線の外に出ることがある。,管理図では、工程が安定状態にない場合、それを見逃す確率が約0.3%となるように、管理限界線が引かれている。
5,18,ハ,,日本産業規格(JIS)Z9002(計数規準型一回抜取検査)で用いられる用語の説明(定義)として、誤っているものはどれか。,検査ロット:検査の対象となるひとまとめの品物の集まり。,検査単位:検査の目的のために選ぶ単位体または単位量。,ロットの大キサ:ロット内の検査単位の割合。,試料:ロットから抜き取られる検査単位の集まり。,試料の大キサ:試料中の検査単位の数。
5,19,ニ,,原価管理における原価維持活動に関する記述として、適切でないものはどれか。,標準となる基本的な生産方法を決定する。,生産業務に基づき実際原価を算定する。,標準原価と実際原価の差異分析を行う。,開発·設計段階で原価の目標を設定する。,日常業務の問題点を改善する。
5,20,ロ,,製造原価の構成を示すものとして、適切でないものはどれか。,製造原価=材料費+労務費+経費,製造原価=総原価－外注費,製造原価=製造直接費+製造間接費,製造原価=製造直接費+間接材料費+間接労務費+問接経費,製造原価=直接材料費+直接労務費+直接経費+製造間接費
5,21,ロ,,実際の生産量と損益分岐点の生産量を比較し、操業度の位置を測る指標として用いられるものはどれか。,スキャッターチャート法,安全余裕率,価値指数,原価効率性,能率差異
5,22,ホ,,原価低減のためのアプローチにおいて、IE(Industrial Engineering)的アプローチ手法でないものはどれか。,日程計画の見直しによる作業時間の改善,在庫管理の徹底による在庫数の改善,動作経済の原則に基づく動作の改善,作業管理による作業の改善,機能の見直しによる製品設計の改善
5,23,ハ,,次の機械等のうち、労働安全衛生法関係法令に基づく特定自主検査の対象になっていないものはどれか。,動カプレス機械,高所作業車(作業床の高さが2m以上),産業用ロボット,フォークリフト,車両系建設機械
5,24,ホ,,"A製作所は、常時使用する従業員350人の金属製品を製造する事業場である。
この事業場における安全衛生管理体制に関する記述として、誤っているものはどれか。",衛生管理者を2人以上選任しなければならない。,総括安全衛生管理者を選任しなければならない。,産業医を選任しなければならないが、専属の産業医である必要はない。,安全委員会と衛生委員会、又は安全衛生委員会を設置しなければならない。,専任の安全管理者を選任しなければならない。
5,25,ロ,,労働災害の発生状況を評価する際に用いる指標に関する記述として、適切でないものはどれか。,年千人率とは、1年間の労働者1000人当たりに発生した死傷者数の割合を示すものである。,年千人率は、労働時間数や労働日数に変動が多い事業場での活用に適している。,度数率とは、100万延べ実労働時間当たりの労働災害による死傷者数をもって、労働災害の発生頻度を表すものである。,強度率とは、1000延べ実労働時間当たりの延べ労働損失日数をもって、労働災害の重さの程度を表すものである。,延べ労働損失日数とは、労働災害による死傷者の延べ労働損失日数のことで、算出に当たっては、一定の基準が設けられている。
5,26,ハ,,"環境基本計画に関する記述中の()内に当てはまる語句の組合せとして、正しいものはどれか。
工場などから発生する廃棄物等は、循環型社会形成推進基本法で定められている、次の対策の優先順位に従って対策を進める。
(1)→(2)→(3)→(4)→(5)
ただし、この順位によらない方が環境への負荷を低減できる場合には、より適切な方法を選択することができる。",①熱回収②発生抑制③再使用④再生利用⑤適正処分,①熱回収②発生抑制③適正処分④再使用⑤再生利用,①発生抑制②再使用③再生利用④熱回収⑤適正処分,①発生抑制②熱回収③再使用④再生利用⑤適正処分,①発生抑制②再使用③再生利用④適正処分⑤熱回収
5,27,イ,,工場等から排出される物質と、それが地球環境に与える影響の組合せとして、関連の最も薄いものはどれか。,(物質)粉じん(影響)光化学スモッグ,(物質)六価クロム(影響)土壌汚染,(物質)フロンガス(影響)成層圏のオゾン層の破壊,(物質)二酸化硫黄(影響)酸性雨,(物質)二酸化炭素(影響)地球温暖化
5,28,ホ,,"教育訓練計画に重要となる動機づけに関する、記述中の(　)内に当てはまる語句として、適切なものはどれか。
(　)では、人間を動機づける基本的欲求を、低次のものから高次のものへ5段階に階層付け、低次の欲求が充たされると順次、高次の欲求が動機づけの要因となる。",TWI (Training within industry),CAI (Computer assisted instruction),KJ法,科学的管理法,自己実現理論
5,29,ニ,,TWI-JI(仕事の教え方)における「教え方の4段階」の項目として、適切でないものはどれか。,やらせてみる,習う準備をさせる,作業を説明する,作業を分解する,教えたあとをみる
5,30,ホ,,TWI-JM(改善の仕方)の「第2段階一細目ごとに自問する」に関する記述として、適切でないものはどれか。,自問するときは、安易な現状肯定の態度や先入観を捨てることが大切である。,自問欄に✔印をつけることは、どの自問から着想が出たかという単なる印である。,1つの細目について自問するとき、前の細目で着想が出ている場合は、その着想も考慮に入れて行っていく。,6つの自問(なぜ、なに、どこ、いつ、だれ、どんな方法)それぞれについて、9項目の自問(材料、機械、設備と道具、設計、配置、動作、安全、整理整とん)も合わせて行うことが大切である。,どんな方法が良いかの自問は、できるだけ具体的な処置まで考えて着想欄に記入し、すぐに処置をとった方がよい。
5,31,ニ,,TWI-JR(人の扱い方)「職場の問題の扱い方」の手法として、適切でないものはどれか。,最初に、困っている状況を確認した後で、目的を決める。,事実を上げた後、最初の目的を変えることもあり得る。,第2段階の対策案は、事実に基づいて決めるべきである。,処置案は、原則として、しきたりや方針にとらわれなくてもよい。,第2段階の4つの確かめは、優先順位の決定の参考となる
5,32,イ,,"教育訓練方法のOJTとOff-JTに関する、記述中の(　)内に当てはまる語句の組合せとして、適切なものはどれか。
( 1 )は、職場の機械·工具を利用して、マンツーマン訓練に適している。
( 2 )は、計画的·理論的な学習に適している。
( 3 )は、外部のセミナーを利用することもある。
( 4 )は、体系的に学ぶことが難しい。
(5 )の1つに、ジョブローテーションがある。",①OJT②Off-JT③Off-JT④OJT⑤OJT,①Off-JT②OJT③OJT④OJT⑤OJT,①OJT②Off-JT③Off-JT④Off-JT⑤OJT,①Off-JT②OJT③Off-JT④OJT⑤OJT,①OJT②Off-JT③Off-JT④OJT⑤Off-JT
5,33,ニ,,TPM(トータル·プロダクティブ·メンテナンス)の推進に関する記述として、適切なものはどれか。,設備の計画や保全など、一部の関係部門のみを考慮すればよい。,トップから作業者までの全員の参加を必要としない。,設備の導入時を対象としたPMトータルシステムを確立する。,設備の効率を最高にすることを目標とする。,小集団の自主的な活動を必要としない。
5,34,イ,,フェールソフトに関する説明として、適切なものはどれか。,システムに故障が生じたときに、本質的でない機能又は性能を縮退させつつ、基本的な要求機能を果たし続けるようなシステムの設計。,システムに故障が生じたときに、事故や災害が拡大することを防止して、安全を保つことができるようなシステムの性質。,システムに故障が生じたときに、別の機構がその機能を援助·代行するようなシステムの設計。,人為的に不適切な行為や過失があっても、システムの信頼性·安全性を保持する性質。,信頼性を向上するために、システムの定格値よりも低いストレス(負荷)で運用する設計。
5,35,ハ,,日本産業規格(JIS)B6195(工作機械一騒音放射試験方法通則)における用語の定義として、誤っているものはどれか。,"[放射]
規定された運転条件及び据付け条件下で、既知の騒音源から放射される空気伝搬音。","[放射音圧]
一つの音源が、一つの反射面上で、規定された運転条件及び据付け条件で動いているときの音源近傍の指定位置での音圧。
ただし、暗騒音の影響及び試験のために認められた一つ以上の平面以外からの反射の影響は、除く。","[作業位置]
試験する機械近傍の位置で測定者のための位置。","[運転時間]
試験する機械が規定の工程を完了するまでの時間。","[暗騷音]
試験している機械以外のすべての音源からの騒音。"
5,36,イ,,日本産業規格(JIS)の「ノギス」に関する記述として、誤っているものはどれか。,測定面の表面粗さは、Rz 3.2以下とする。,本尺の外側用ジョウとスライダの外側用ジョウとの平面部での段違いは、実用上差し支えがない程度とする。,スライダは、作動範囲全域にわたって滑らかで、かつ、緩みがなく作動し、有害な遊びがあってはならない。,デジタル表示の最小表示量は、0.01mmとする。,デジタル表示のノギスは、高速でのスライダ移動によって誤った指示値を示すおそれがある場合、又は電源電圧が低下した場合、エラーメッセージなどの異常を表示する機能を備えていなければならない。
5,37,ロ,,油圧機器及び保全に関する記述として、誤っているものはどれか。,高粘度油は、油膜形成が良く、内部漏れが減少する。,陥没緩みは、硬い被締結部材を高強度ボルト·ナットで締め付ける場合に起こる。,低粘度油は、内部摩擦が少なく、操作性を容易にする。,油圧機器のボルトの締付順序は、対角線上に平均に行う。,ねじの締付けは、振動などで被締結部材がへたり、ねじの緩みをきたす。
5,38,イ,,転がり軸受に関する記述として、誤っているものはどれか。,軸受に封入されるグリースの量が多いほど、軸受部の発熱は低くおさえられる。,軸受の寿命とは、軸受の軌道輪、軌道盤、転動体のいずれかに、材料の疲れの最初の形跡が現れるまでの総回転数をいう。,アンギュラ玉軸受は、接触角が大きくなるほどアキシアル荷重の負荷能力は大きくなる。,単列深溝玉軸受は、ラジアル荷重のほかに両方向のアキシアル荷重も負荷することができる。,取扱い中に強い衝撃を与えると、軌道面や転動面にきずや圧こんを生じることがあり、早期に使用に耐えられなくなることがある。
5,39,ロ,,労働安全衛生法関係法令に関する記述として、誤っているものはどれか。,事業者は、労働安全衛生規則に規定する著しい騒音を発する屋内作業場について、6か月以内ごとに1回、定期に、等価騒音レベルを測定しなければならない。,事業者は、機械間又はこれと他の設備との間に設ける通路については、幅70cm以上のものとしなければならない。,"事業者は、切削屑が飛来すること等により労働者に危険を及ぼすおそれのあるときは、当該切削屑を生ずる機械に覆い又は囲いを設けなければならない。
ただし、覆い又は囲いを設けることが作業の性質上困難な場合において、労働者に保護具を使用させたときは、この限りでない。",事業者は、研削といしについては、その日の作業を開始する前には1分間以上、研削といしを取り替えたときには3分間以上試運転をしなければならない。,事業者は、フォークリフトについては、前照灯及び後照灯を備えたものでなければ使用してはならない。ただし、作業を安全に行うため必要な照度が保持されている場所においては、この限りでない。
5,40,イ,,自動生産システムに関する記述として、適切でないものはどれか。,CADとは、生産活動に関連する設備、システムの運用、管理などについて、コンピュータの支援の下で教育又は学習を行う方法のことである。,CAEとは、製品を製造するために必要な情報をコンピュータを用いて統合的に処理し、製品品質、製造工程などを解析評価するシステムのことである。,CAMとは、コンピュータの内部に表現されたモデルに基づいて、生産に必要な各種情報を作成すること、及びそれに基づいて進める生産の形式のことである。,CATとは、コンピュータを利用して行う製品検査のことである。,CNCとは、コンピュータを組み込んで、基本的な機能の一部又は全部を実行する数値制御のことである。
5,41,ホ,,工作機械に関する記述として、適切なものはどれか。,CNC工作機械には、必ずテープリーダが必要である。,CNC工作機械には、あらかじめ机上で必ずプログラムする必要がある。,サーボモータは、工作機械の送り機構にしか使えない。,サーボモータは、NC装置からの指示を受け、指令値どおりの回転角度と早送り速度だけをボールねじに与える。,クローズドループ方式のNC制御には、必ず位置検出器が必要である。
5,42,ロ,,自動生産システムに関する記述として、誤っているものはどれか。,マニピュレータは、互いに連結された関節で構成し、対象物をつかむ、又は動かすことを目的とした機械である。,段取りステーションは、装置又はシステムの稼働効率を上げるために、それらを構成するステーションの間に設けられた、搬送物の一時的な滞留場所である。,オートローダは、工作機械などに、工作物を自動的に取付け及び取外しをする装置である。,ツーリングシステムは、使用目的に合うように、所要の工具と工具保持具とを選択·組合せできるようにしたシステムである。,パレタイジングは、パレットなどの上に、材料、部品、製品、又はそれらをこん包した箱を一定の基準に従って積み上げる作業である。
5,43,ニ,,「制御対象の特性·環境などの変化に応じて、制御系の特性を所要の条件を満たすように変化させる制御」を表す用語として、適切なものはどれか。,学習制御,シーケンス制御,サンプル値制御,適応制御,比率制御
5,44,ハ,,数値制御工作機械の制御と機能に関する記述として、正しいものはどれか。,開ループ制御は、目標値、外乱などの情報に基づいて、操作量を決定する制御である。,フィードフォワード制御は、あらかじめ定められた順序又は手続きに従って制御の各段階を逐次進めていく制御である。,フィードホールドは、マシンプログラムの実行中に送りを一時的に休止させる機能である。,補助機能(M)のコードM00は、作業者がこの指令を有効にするスイッチをあらかじめ押しておけば、プログラムストップと同様の機能を果たす指令(オプショナルストップ)である。,準備機能(G)のコードG00は、一様な句配又は制御軸に平行な直進運動を指定する制御のモードであり、一つのブロック内の情報によって、同時に動く各軸の移動距離に比例する速度を作り出す。
5,45,ニ,,日本産業規格(JIS)の「計測用語」に関する記述として、誤っているものはどれか。,国際単位系、SIの基本量のうち、熱力学温度の基本単位は、ケルビン(K)である。,偶然誤差とは、反復測定において、予測が不可能な変化をする測定誤差の成分をいう。,不確かさとは、測定値に付随する、合理的に測定対象量に結び付けられ得る値の広がりを特徴づけるパラメータをいう。,真度、正確さとは、指定された条件の下で、同じ又は類似の対象について、反復測定によって得られる指示値又は測定値の間の一致の度合いをいう。,妥当性確認とは、指定された要求事項が意図した用途に十分であることの検証をいう。
5,46,ロ,,日本産業規格(JIS)における「測定の不確かさ」に関する用語とその定義の組合せとして、誤っているものはどれか。,(用語)測定量(定義)測定されるべき明確に定義された物理量で、基本的に固有の値によって特性付けられる量。,(用語)タイプBの評価(定義)統計的方法を用いた不確かさの評価方法。,(用語)拡張不確かさ(定義)合成標準不確かさに包含係数を乗じたもの。,(用語)有効自由度(定義)二つ以上の変数成分で構成された標準偏差に対応する自由度。,(用語)偶然効果(定義)各因子の水準において、因子がとり得る値の母集団からサンプリングした結果生じる効果。
5,47,ホ,,日本産業規格(JIS)Q9001「品質マネジメントシステムー要求事項」における、不適合及び是正処置に関する記述として、誤っているものはどれか。,不適合を管理し、修正するための処置をとる。,不適合をレビューし、分析する。,不適合の原因を明確にする。,必要な場合には、計画の策定段階で決定したリスク及び機会を更新する。,必要な場合には、とった是正処置の有効性をレビューする。
5,48,ハ,幾何公差に用いる特性とその記号.png,日本産業規格(JIS)B0021における、幾何公差に用いる特性とその記号の組合せとして、誤っているものはどれか。,,,,,
5,49,ハ,,日本産業規格(JIS)の「工作機械一名称に関する用語」における用語の説明として、誤っているものはどれか。,光学式成形研削盤　スクリーン上に工作物を拡大投影して、輪郭を所要の形状に研削する成形研削盤。,アンギュラ研削盤　といし台をテープル案内面に対してある角度に設定し、工作物の円筒面と端面とを同時に研削する研削盤。,工具研削盤　フライス工具、ドリルなどの複数の種類の工具を研削できる研削盤。,心なし研削盤　工作物をといし車、調整車及び支持刃で支えて、主としてその円筒外周面又は内面を研削する研削盤。,ジグ研削盤　工作物に対してといし軸を高精度に位置決めする装置を備え、主としてジグの穴の内面を研削する研削盤。
5,50,ロ,,"日本産業規格(JIS)の「金属製品熱処理用語」の定義において、(　)内に当てはまる語句として、適切なものはどれか。
鉄鋼製品の結晶組織を調整し、軟化するため、Ac3又はAc1点以上の適切な温度に加熱した後、通常は徐冷する処理を、(　)という。
",応力除去焼なまし,完全焼なまし,等温焼なまし,球状化焼なまし,低温焼なまし
